trading day, Stock price
0,77.84
1,77.9333
2,78.0267
3,78.1202
4,78.2138
5,78.3075
6,78.4014
7,78.4953
8,78.5894
9,78.6836
10,78.7779
11,78.8723
12,78.9668
13,79.0614
14,79.1562
15,79.251
